,information
6,"✅상품: [오리온 고래밥 미니 볶음양념맛]
✅구성: 200g/1개/10개입.
✅주문: 2020년 4월11일.
✅배송: 2020년 4월12일(로켓 와우 배송).
✅가격: 4,830원/1봉지당 483원.
✅유통기한: 2020년 9월17일.

봄 꽃들이 만발하는 따스한 봄날!

코로나19~덕에 이번 주말도 집안에 콕~밝혀있네요!

괜히 집에만 있으면 별의별~것들이 다~먹고 싶어지죠!

또~군것질 꺼리들을 사러 나가기 귀찮아서,
바로 주문했더니 ""로켓 와우 새벽배송""~으로 왔네요!
요고요고~로켓급~총알배송 넘~편해서 좋아요!
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ&
✔고래밥은ᆢ
쪼그마한데도 요게요게~또~한 번 집어 먹기 시작하면,
자꾸~자꾸~손이 갑니다!
요~불고기맛 가루땜~에 더~그런가봐요!

✔손바닥만한 작은봉지가 10개!
솔직히 코딱지만한 한 봉지가 간에~기별도 안~나지만,
먹긴 먹어야 겠꼬!또~살찌는건 안~되겠으니,
어쩜~작게 소분된 여러봉지가 더~낳을지 몰라요!
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ&
같은 주문한 다른 과자들!
어쩜~각 종류마다 개별~박스에 떡!
덕분에 부서진 과자들은 없었지만 박스가 5개!
일일이 뜯어내고 꺼내는것도 일입니다!~ㅋㅋ

요게 또~뭐~별~거라고!
과자 한 보따리 쟁여두고 보니 은근 든든~뿌듯~하네요!
맛있게 자알~먹어보겠음~요!~^^"""
7,"오리온 고래밥 볶음양념맛 10개 팩입니다.

드디어 쿠팡 로켓배송으로 일반 과자도 시켜먹기 시작하네요.

사회적 거리두기로 마트도 안가게 되니까 이제 필요한 일상용품을 웬만하면 쿠팡입니다.

이번에 구매한 고래밥 미니팩은 1개당 20g 인 제품으로 정말 소량입니다.

일반적인 고래밥의 1/3정도 될거 같아요.

매우 소량이라서 정말 입이 심심할때 하나씩 꺼내 먹기에 정말 좋을거 같은 제품이네요.

고래밥 볶음양념 맛이 짭짤한 스낵이라서 이정도 양이면 나쁘지 않은것 같습니다.

덕분에 주말에 입이 심심할 일은 없겠네요.

한번에 너무 많은 양을 먹지 않아서 더 좋구요...^^"
8,"✅상품: [오리온 고래밥 미니/볶음양념 맛].
✅구성: 200g/1개/10봉지.
✅주문: 2020년 5월3일.
✅배송: 2020년 5월4일(로켓 배송).
✅가격: 4,380원/1봉지당 438원.
✅유통기한: 2020년 9월24일.

요고요고~은근 짭짤~한 불고기맛 양념이 맛있어요!
처음엔 손가락으로 한개씩~집어 먹다가,
먹다보면 봉지채 들고 털어 먹게 되요!
미니봉지라 조금씩만 들어있어서 아쉬워서 그런지?
한봉지~두봉지~자꾸~까서 먹게 되네요!

손이가요!손이가!고래밥에 손이가!
요거요거~맥주안주로도 굿!
작아서 집어먹기 귀찮을때는 숟가락으로 퍼서 먹기!
좀~웃기긴해도 손에도 안 묻고 편해요!

가족들끼리 미니봉지 하나씩 들고 앉아서,
까~먹고있는 모습은 솔직히 좀~웃교여!
특히,덩치가 젤~큰 남편이 젤~웃긴듯!

10봉지 다~합쳐도 큰~봉지 하나!
한 번에도 다 먹을 양이지만 조금씩만 먹는걸로!
언제나 발빠른 로켓배송덕에 요즘은,
쇼핑이 느무느무~편해졌음~요!~^^"""
9,"저의 군것질용으로 구입했습니다.
이런 주전부리를 끊어야 하는데
이젠 아이들도 잘 안먹는 스낵과자를
이 나이 되도록 놓질 못하니ㅠ

지금의 오리온이 '동양제과'였던 시절,
1984년 고래밥이 첨 출시되었을 때부터 좋아하던 과자입니다.

와작와작 씹는 맛이 있어 짜증날 때도 뭔가 풀리구요,
속이 비어있어 실제론 많이 먹지 않은 것 같은
착각을 일으키며 안심한 맘에 자꾸 더 먹게되는게 흠입니다.

종이상자에 들어있는 일반 고래밥은 40g인데
이 미니 사이즈는 20g으로 딱 반이 들어있습니다.
20g짜리 미니 사이즈 고래밥이 총 10봉지 들어있어요~

<오리온 고래밥 미니 볶음양념맛>은 미니 사이즈라
더욱 안심하고 마구 먹게되는 얄미운 과자네요.

'상어밥'이라고 매콤한 맛의 신상도 나왔는데
저는 역시 오리지날 고래밥이 맛있더라구요.

제가 좋아하는 스낵과자류가 몇 종 있는데
그 중 top 5 안에 드는 과자가 오리온 고래밥으로
이번에 쿠팡서 착한 가격에 구입하니 즐겁네요.

짭조름 것이 술안주로도 좋은 고래밥입니다^^

============
2019.08.07

가끔씩만 먹는다고 먹고 제 딴엔 아껴 먹었는데
그새 다 먹고 또 주문했어요~"
10,"아이 간식용으로 구매했어요~
마트에서 파는거보다 소량씩 포장되어
있어서 먹다 남길일이 없어서 좋네요~

먹다남기면 눅눅해져서 먹기 싫어하는데
요건 딱 한번에 먹을양만큼 들어있어서
괜찮은거 같아요~

잘먹을께요~~"
11,"고래밥 재주문 했어요~
평소 고래밥의 양념 맛을 좋아해서 뭔가 짭짤한 먹을거리 생각나면 주문해요.

아이와 하루종일 집에 있으니 저도 아이도 간식이 계속 필요하기도 하고
과자 가격이 마트에서 그냥 사면 은근 비싸고
양이 많으면 남겨야 하는데 다 먹게 되고
그래서 쿠팡에서 고래밥 주문해 봤었는데
용량이 미니미니 해서 입이 심심할 때 가볍게 1봉 먹기 좋았어요.
양이 적은데 2봉은 잘 안먹게 되더라고요..
또 다른 맛으로 채우긴 하지만^^;;

가격도 괜찮고 생각날 때 1봉씩 꺼내먹기 좋게 낱개 포장으로 되어 있고
고래밥 특유의 양념 맛이 고소&짭짤하니 맛있어요~"
12,맛 만족도 괜찮아요
13,"아이들에게 추억의 과자죠 꼬맹이일때부터
물고기라고 장난치며 고사리 손가락으로
한개 한개 집어 오물거리던 입모양이 떠오르네요
지금은 숟가락으로 푹~~~

종이상자에 들어 있는건줄 알았는데 미니봉지
에 들어있네요 요즘 과자들이 미니미니한게
유아들 먹기 좋게 됬네요 고소하고 짭짤한
물고기들과 아사삭 바삭함이 맛있습니다

아들이 한개 두개 세개를 먹곤 스톱하는걸 보니
우리 아들은 대식가인가봅니다 ㅎㅎ 그래도
남아서 눅눅해지는 커어다란 봉지의 과자보다는
심심풀이로 먹기 딱 좋은거같아요

요즘 종류도 너무 많고 맛도 상상안가는
과자들도 많이 있지요 그걸 다 모험으로 사 먹지
않고 어른들은 이상하게 먹던걸 먹더라구요
남편은 가끔 짱구를 찾고
딸은 라면을 부셔먹고
아들은 아직도 빼빼로를 먹고 있으며
저는 오징어땅콩을 생각하지요 ㅎㅎ
우리집 과자선택은 발전이 없어요 ㅋㅋ"
14,"심심할때 먹으려고 구매했어요.
""재미로 먹고 맛으로 먹는 오리온 고래밥~""
노래가 생각나네요.

옛날에 먹던 고래밥 맛도 생각나고
고소하면서 짭잘한 맛이 생각날때 먹으려구요~


☆☆☆☆☆ 오리온 고래밥 시식 후기 ☆☆☆☆☆

♤ 볶음 양념맛이라 알던 그맛이에요.
6겹의 반죽을 오븐에 구워서 그런지 더 바삭해 진것
같아요.
울 신랑이 몇개 먹어보더니 옛날보다 더 맛있어 진것
같다고 과자를 안먹는 사람인데 갖다 먹네요.

♤ 미니 포장지로 10봉지가 들어있어요.
한봉지에 20g 이라서 한번 뜯어 먹기 편해요.
큰포장지가 아니라 미니 사이즈라서 더 좋아요.

♤ 9가지 해양 동물모양을 골라 먹는 재미가 있어요.
라두, 스타피, 요리보고, 메탈부기, 징가징가,
여보게, 피시따, 샤크진, 문어크
이름도 너무 귀엽네요~~

♤ 유통기한은 6개월인데 최근 상품으로 보내주셨어요.

♤ 부서진것 없이 박스에 넣어서 잘 배송됐어요."
15,맛 만족도 예상보다 맛있어요
16,"6살 아이가 고래밥을좋아하는데 한봉지 다 먹기엔 부담스러웠는데 ㅎㅎ
요즘은 대용럄으로만 나와서 한번에 한봉지 다 먹기 힘들자나요?
이건 소량으로 한번에 먹기 좋게 포장되어 있어 너무 편하더라고요.

소량이라 주전부리 덜 먹게 되어 일석이조라눈 ㅋ
가격도 저렴하게 사서 만족합니다.

사진보시면 어른 손바닥 크기 봉투에 20그램씩 소량 소분되어 포장되어 있구요.

제조일자는 2020년 1월 8일이구
유통기한은 2020년 7월 7일로 6개월이네요.
유통기한이 짪아서 의외였어요. 보통 1년은 되는 줄 알았는데 다른 괴자도 그런건지...

소포장이라 외출시에 가방에 쏙 넣기 편하고요.
남편 차에도 몇봉지 갖다 두었더니 좋아하네요."
17,"한봉지 20g 의 미니포장이라 한번에 먹어치우기 좋습니다

남은 과자 입구 봉해놨다 , 나중에 눅눅해져서 결국 버리는꼴을 안봐도 됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

아이들의 최애 간식 ~"
18,"구매동기
바이러스 때문에 집에만 있게되니
간식거리가 금방 없어져서 과자 이것저것
사주려고 검색 하다가 아이가 고래밥을
잘 먹어서 구매하게 됐어요

배송
배송이 빨라요(오늘은 오전에 왔어요)

맛
짭쪼름 달달 볶음 양념맛~

구매후기
비닐에 소포장 되어 있어서 아이 간식용으로
먹이기 간편하고 과자 모양이 여러가지 라서
아이가 먹으면서 별모양.고래모양.오징어 모양
이라고 말하네요ㅋ 과자모양도 깜찍해서 보는맛
먹는맛이 있어요^^
도착해서 두봉지 먹었어요~


재구매
100%"
19,맛 만족도 예상보다 맛있어요
20,"오랜만에 구입해 막내와 조카들까지 맛나게 먹었답니다 명절에 꼬마 손님들이 오면 명절 음식이 아무리 많아도 과자나 음료를 찾기에 미리 준비를 해두었더니 정말 말끔히 봉지가 비워지네요^^ 볶음 양념맛으로 짭조름하고 거북, 고래, 오징어, 상어 등 여러가지 바다 동물 모양이라 놀이를 하면서 더 즐겁게 먹었지 싶네요 한 상자에 10봉씩 소분 포장이 되어 남기지 않고 먹을 수 있고 한봉씩 아이들 가방에 넣어 주기도 '딱' 좋은 미니 사이즈랍니다 완충재 포장으로 파손없이 안전하게 받아 볼 수 있었고 유통기한도 올 7월2일까지로 넉넉하답니다"
21,"오리온 미니고래밥 볶은양념맛
5,050원에 구매했어요.

고래밥 좋아하는 울 둘째님
수시로 찾아요.
요즘처럼 코로나로 집에 있는 시간이 길다보니
과자도 자주 찾네요.

보통 편의점에서 파는 고래밥 사이즈보다
훨씬 작은 봉지들로 채워져 있네요
귀여워요.
한봉지 뜯으면 금방 먹어요.

그래도 맛은 자극적이고 맛있는 그맛.
좋아합니다."
22,맛 만족도 예상보다 맛있어요
23,"아이 먹일 간식으로 구매했어요

큰봉지는 다 먹지도 못하고 대부분 남기는데 요건 미니사이즈라 딱 좋네요ㅎㅎ

어린이집에 저녁 간식으로 보내기도 하고 놀러갈때 챙겨가기도 하고 집에서 먹기도 해요

결론은 그냥 계속 먹는다는..ㅋㅋㅋ

그만큼 아이가 잘 먹어요

간식을 좋아하는 아이기도 하구요^^

한종류만 사면 물리니까 저는 미니사이즈 과자로 여러개 구매했는데 다 성공했어요~~~~~"
24,"2박스 구입가 10,000원
유효기간좋아요
반듯하게 배송되어져왔어요

미니사이즈
사이즈가 작은지 몰랐네요
그냥 대충보고 고래밥이구나 싶어주문했네요

한봉이 유치원애들 먹기좋은 사이즈
어른은 4봉은 까메어야됨^^제기 먹는 기준
보통 날씬하신분들은 두봉
씹는재미 보는 재미도있고 맛있어서 고래밥 좋마해요
짜지도않고 알맞은 볶음양념 맛"
25,"말그대로 미니예요~
작은사이즈라서 한번에 먹기좋고, 아이가남길일이 없어서
좋고, 외출시 하나씩 챙겨도 부담 없어요.
단지, 유통기한이 많이 짧은건 아니지만, 좀 짧게 느껴져요."
26,맛 만족도 예상보다 맛있어요
27,"엄마야~~ 뭐 이렇게 귀여운 과자가 다 있데요 ㅋㅋ
매일 큰 봉지로 먹다가 요런 낱개로 된 귀요미 포장 보니 새롭네요 빼빼로 데이에 아이들반 친구들 과자 간식 보내주려고 샀는데 한 봉지 뜯어 보니 생각보다 양도 많네요?? 저처럼 아이들 간식 보낼 때 이런 구성 좋은거 같고 그냥 집에 두고 심심할 때 한봉씩 먹어도 좋을 것 같아요 맛도 똑같아요
^^"
28,"소분 되어 있어서 정말 만족 !!

양이 많이 들어 있지 않아서 부담스럽지 않음
하나씩 먹기 편하고, 저에겐 양도 적당 하구요^^

짭쪼룸 한게 좀 걸리지만
그맛으로 먹는 거임 ㅎㅎㅎ

고래밥은 볶은 양념이 젤 맛나요 ㅎ

유통기한 넉넉!
재구매 각! ㅎㅎㅎ"
29,"4살 아이가 고래밥 좋아해서 요즘 고래밥 자주 먹는데
쿠팡에 미니 고래밥 있어서 구입해 봤어요~

항상 먹으면 남기던터라 미니도 좋겠다 싶어서 구입했는데
역시나 아이가 먹기 딱 좋은 양이예요

배송도 빠르고, 안전하게 도착했어요.
유통기한도 넉넉해서 잘먹고 있어요."
30,"양이 작아서 금방 먹어요.
맛은 일반 마트에서 사먹는 고래밥과 똑같은데 비닐에 낱개로 포장되어 생각보다 작아요.
한박스에 10봉 들어있어요.
가족이 한봉지씩 먹으니까 5봉지 남았네요.
맛있긴 한데 양이 작아서 금방먹어서 아쉽네요."
31,"고래밥 좋아하는 1인입니다

생각보다 되게작아요
그래도 많이 안먹게되어서 좋은것 같아요

가격도 괜찮구요!

간단하게 어디나갈때 챙겨가기에도 부담스럽지않아서 좋아요"
32,"아이가 좋아하는 고래밥 간식으로 구입
좀 짜긴해도 맛있으니 ㅡㅡ ㅎㅎ
작은봉이라 조금씩 한봉 딱 먹기좋은거 같아요"
33,"맛있어요~
포장도 하나하나 개별로
한번씩 먹기 좋게 되어있어요~
재구매했어요!!
아이들 간식으로도 좋고 친구들 간식 선물로도 좋아요!!"
34,맛 만족도 괜찮아요
35,"미니고래밥
귀엽다
봉지마다케릭터가다름
아이들이좋아하겠다
한봉지는아쉽고
두봉지는먹어야될듯"
36,맛 만족도 예상보다 맛있어요
37,ㅋㅋㅋ이거 진짜 맛나요 ㅎㅎ 미니여서 좋고 그래서 이번 크리스마스 선물에 고래밥 당첨!!! ㅎㅎ 한 상자에 10개씩 들었어요
38,과자 먹을때 한번 간식으로 좋네요 ~~~^^ 봉지마다 모양이 다르니 아이들이 신나해요~~ ㅎㅎㅎ
39,"가격은 비싼건지 싼건지 잘 모르겠지만 소형으로 포장되어 있어 아기들에게 좋을것 같아요. 근데 성인들에게는 한 5봉지는 뜯어서 먹어야 할듯요. 20g이 감이 안오는데 치실로 해보니 크기가 대충 오더라구요. 너무 귀엽긴 합니다.
아이가 학교를 안가니 간식값이 많이 드네요.
유통기한도 길고 만든지 한달도 안된제품이네요.
맛은 다 아시죠? 진짜 맛있어요."
40,"포장에 뽁뽁이 없어... 박스가 구겨져 있어서 속상했는데요
한봉지 뜯어보니 고래밥 과자 내용물은 괜찮았어요~
한봉씩 포장이 잘되있어서 그런거 같아요
다이어트 때문에 과자 봉지를 여는순간 입으로 들어가는데요
한봉지만 먹어야지 하면서 아껴먹으면서
한봉지 먹었으니깐 그만 먹어야지 제 자신과 타협합니다^^"
41,"울집 아이들 최애간식(4세, 9세, 11세 취향저격)
과자류 중에 떨어지지 않도록 사두는 품목이
고래밥 볶음양념맛이죠..

첨에는 양념맛이 넘 강한거 같아서 잘 안사줬어요.
이 과자 특성상 양념이 손에 엄청 뭍어서
아이들이 손가락 쪽쪽 빠는것도 싫고 ㅠㅠ

잘 안사주니까 집착을 하길래
겨우 간식가지고 넘 오바인거 같아서,,
걍 편하게 박스채 사놓고 먹고 있네요 ㅋㅋ

오리지날 사이즈는 봉지당 40g인데
이게 은근히 양이 많아요. 먹다보면 짜고,,
미니사이즈는 딱 반인 20g용량인데
큰애들한테는 약간 모자른듯 하면서
적당한 사이즈 같아요. 막둥이는 이것도 좀 남겨요.

먹고나서 꼬옥 손닦기 약속하고 먹으면
아이도 엄마도 맘편한 간식타임이 될꼬예요 ㅎㅎ"
42,"제가 좋아하는 고래밥!
요즘 아이들 간식도 계속 챙겨줘야하고 메뉴는 바꿔야하고 겸사겸사 주문했어요.
고소한 양념의 맛 고래밥 가끔 짭짤한 것 먹고 싶을 때 좋아요.
박스 안에 작은 포장으로 10개 들어있어서 휴대도 좋고
1개씩 꺼내먹기 좋네요.
마음에 들어요~"
43,맛 만족도 예상보다 맛있어요
44,"200g... 알고는 있었지만 이렇게나 작을줄이야 ㅋㅋ
진짜 아이들 아주조금 먹기에 딱인 양이에요

보통 저희애들은 과자 한봉지 뜯어서 둘이서 나눠먹는데
이건 작아도 너무 작아서 혼자서 두봉은 넘게 먹어야함 ㅋ
(저희애들 9살, 6살 이에요)

맛은 뭐 맛있어요~~ 먹고나면 손에 양념 잔뜩묻은거 그게 또 빨아먹는 재미도 있고요~~ㅋㅋ

암튼~~ 요건 외출할때 잠깐 먹일 간식정도로가 딱인거같아요 ㅎ"
45,맛 만족도 예상보다 맛있어요
46,"✔가격 : 슈퍼보다 훨씬 저렴(미니사이즈 10봉지 들었어요)

✔맛 : 짭짤하고 맛있어요♡

✔배송 : 로켓배송이라 다음날 바로 받아봄

✔가끔 맥주안주 하려고 샀는데 저렴하고 너무 맛있어요ㅎㅎ 그리고 한번 먹을 때 꼭 두봉지 뜯어서 금방 다 먹겠네요 ㅎㅎ

✔남자친구 한봉지 줬는데 좋아해요 ㅎㅎㅎ"
47,맛 만족도 예상보다 맛있어요
48,"아이들이 집에있는 시간이 많아지면서

간식소비도 늘었네요 ^-----^

소포장이라 좋네요 ㅎㅎ

두남매 간식창고에 채워주니 좋아하네요

맛은 뭐 누구나 아는 그맛~~

맛이 없을수가 없어요 !"
49,맛 만족도 예상보다 맛있어요
50,"★ 상품 후기 ★

♠ 상품명 : 오리온 고래밥 미니 볶음양념맛
♠ 중량 : 200g(1박스당)
♠ 갯수 : 박스 2개(1박스당 10개)
♠ 가격 : 6,400원
♠ 원산지 : 대한민국
♠ 재구매의사 : ★★★★★

♠ 총평 : 고래밥 조아하는 딸램.. 마트에서 하나씩 사다 먹으려니 번거롭고... 양도 은근 많아서 한번에 다 먹기... 힘들.. 남기면 눅눅해져 버리게 되고...
요건 미니 사이즈라 한번에 먹기 좋음..
애들 간식으로 먹기 딱 좋음...."
51,맛 만족도 예상보다 맛있어요
52,"★) 구매이유
아이들 간식...

★) 사용후기
일주일 후기...
초코송이랑 반반들어잇는거 구매하다가
요즘 고래밥을 안찾길래 구매안햇더니
꼭 한번씩 찾네요ㅋㅋ 그래서 쟁여두려고 구매했어요ㅎ
고래밥이 짠편이라 한상자짜리보다
양은 적은데 이것도 반봉지씩 나눠먹이고 있어요ㅎ"
53,"가싱비좋아 장비구니에 넣어뒀었는데
어제25일 아침가격때보다 점심때 가격이 많이 올랐더라구요
재구매알림신청해 놓고
입고 되었을 때 다시 그 가겨기라
얼른 구매했어요"
54,맛 만족도 괜찮아요
55,고래밥이야 맛은 다들 아실테죠 ㅎㅎ 이건 작은봉지에 들어있는건데 재구매한거예요 저번에도 한번 구매했었는데 짧게 먹기 좋더라구요 ㅎㅎ 많이들어있는건 아무래도 관리도 어렵고 금방 누지기도 하는데 이건 한번까서 한번에 다 먹을수 있을정도 양이니까 좋은거같아요 그래서 큰거 안시키고 작은거 시키는고같아요^-^ 박스안에 박스안에 과자 이렇게 들어있었어요 ㅎㅎ 포장에 완충제는 없었지만.. 과자포장지가 풍하게 커져있으니 공기가 완충역할을 했겠죠? 아직 안뜯어봐서 얼마나 가루졌을진 모르겠지만 그래도 먹을껀 먹을테니 궂이 따질일 없을듯 싶네요 ㅎㅎ 애아빠가 이미 2봉지가져가서 먹었나부네요 ㅋㅋ 사이즈보면 손바닥만한? 정도 ㅎㅎ 작긴작네요 ㅎㅎ
56,"애기때 즐겨 먹던 과자중에 하나인 고래밥!!
역시 나이들어 먹어도 맛은 여전하네요~~
너무 맛있어어 ㅠㅠ 한통 다 먹고 또 시킬 예정이랍니당:)"
57,"자주 이용하는 상품입니다.
아이가 좋아해서 이것저것 과자를 많이 사는 편이고
쿠팡에서는 이상품은 처음 사봅니다

맛은 누구나 아시는 고래밥의의 그맛입니다
날짜로 많이 남아 있는 상태로 배송되었습니다.

낱개로 소포장 되어 있어 먹기에 너무너무 편하네요.
과자 한벙 뜯으면 아이가 다 못먹어서 눅눅해지곤 하는데
소량으로 되어 있어서 먹기가 너무 편하네요

보통 판매가가 마트에서도 비슷한 가격대로 되어있는데
무료배송에 새벽에 배송해주는 메리트를
더하면 그이상으로 저렴하게 느껴 지는 가격입니다.

쿠팡에서 판매되는 상품들을 상품별로 보면 일반 마트매장에서 파는거보다도
저렴한 상품들이 많이 있어서 좋습니다.

마트가서 장보는 거보다 쿠팡에서 자주 시키다 보니
간단한거 하나도 쿠팡에서 사게 되네요.

나가지 않아도 편하게 새벽에 배송되어 너무 좋습니다.

마트에서 하는 것처럼 묶음이나 다양한 행사가 더욱

많아 졌으면 좋을것 같아요.

추천합니다."
58,맛 만족도 예상보다 맛있어요
59,"애들 간식으로 주려고 샀는데
불가사리과자, 상어과자, 고래과자, 가재과자
하면서 엄청 좋아하네요ㅋㅋㅋ
자그만해서 하나씩 집어서 오물조물 먹는 거 보니까 잘 산 거 같아요~"
60,"명절뒤에 친정에 몇일더있다왔더니

신랑이 아이 과자를 다먹었네용ㅋㅋㅋㅋㅋ

고래밥 다먹었냐고 하니까 한번 톡 터니까 없더래요 ㅋㅋㅋㅋ

22개월 울아들 한봉지주면 하루종일먹고있는데 ㅋㅋ

신랑님은 앉은자리서 4봉지나드셨다네요 ㅋㅋㅋ

그래서 또주문했어용 ㅋㅋ

아드님 먹기 딱좋은사이즈라서 애용중입니당!"
61,"와 !미니사이즈라서 깜놀 ㅎㅎ

미니사이즈인줄 모르고 시켰는데 이거 딱이네용

21개월아들 한번씩 고래밥먹눈데
사이즈가 딱조아용ㅋㅋ

뜯으면 항상남아서 통에담았는데
이건 미니사이즈라서 안남아영 딱잘먹어요

이제계속미니사이즈로켜야겠네용 ^^

로켓배송이라 빨라서 최고!!!!!"
62,맛 만족도 예상보다 맛있어요
63,"근처 슈퍼보다 저렴하게 구입할 수 있어서 좋고,
배송도 빠르고,
맛도 맛있어요!!
한봉지가 작게 들어있으니 주위사람들과 나눠먹기도좋아요 ㅎ ㅎ"
64,"이것저것 같이 시켰더니 박스가 엉망
다행이 과자는 부셔지지않았네요
일반 사이즈인줄 알고 시켰는데
받고보니 미니봉이네요
맛은 우리가 알고 있는 그맛
일반사이즈는 남아서 공기 들어가면
눅눅해서 못먹고 버리는데
작은 사이즈라 먹고 부족하면 한봉 더~~ㅎ"
65,맛 만족도 예상보다 맛있어요
66,"과자 주문을 하려고 봤더니 고래밥이 딱 보이길래
바로 구매했어요! 많이 사는 이유가 있었네요!
작은 미니 봉지로 먹기 편안해져서 좋네요!
한봉지 뜯어서 입으로만 먹을 수 있어서 손에 안묻어서 좋아요! 생각보다 양이 많고 가성비 굿!! 그런데 금방 다먹을 것 같아요! 또 주문할께요! 배송은 로겟이라 역시 굿! 강추!!"
67,"유치원 생일답례품으로 과자 보내주려고 미니 사이즈 찾아보다가 발견했어요.
고래밥은 원래 좋아해서 마트에서 종종 사먹어봤는데 미니사이즈가 있는건 첨봤네요~ㅎㅎ 신기방기^^ 두박스에 6400원. 한박스에 10개씩 들어있어서 가격 부담없고~ 배송이야 말할것도없네요ㅋㅋ 택배받자마자 아들이 신나서 열어보고는 포장지에 캐릭터 그림이 전부 다르다며 좋아해요. 고래 그림으로만 알고있었는데 다양한캐릭이 그려져서 귀여워요~ 박스마다 포장지 그림은 랜덤으로 들어있어요. (고래, 거북이, 복어, 오징어) 한봉지 바로 터서 먹어봤는데 양도 꽤 들었어요. 미니사이즈라 얼마없겠지했지만. 오래들고 먹고있더라구요.
아이들 있는집은 하나 구매해뒀다가 외출시 한두봉지씩 담아나가면 다른거 안사줘도되고 좋을것같아요~ 현재는 두박스 기준으로 팔아서 단체선물아니면 부담스럽고. 한박스씩 팔면 사두려구요^^"
68,
69,"제 최애 과자
양이 많지않아 한번먹을양으로 충분해요
믿고 구매합니다~"
70,
71,ㅎㅎ 고래밥 작은봉지가 너무 귀여워요~~ 한순간에 뚝딱 벌써 두번째 봉지를 뜯고 있는 손가락들 ㅋㅋㅋ 열봉지가 들어있는데 삼일만에 끄읕
72,맛 만족도 예상보다 맛있어요
73,"한번 먹기 좋은 양이네요~^^ 고래밥을 엄청 좋아하는데 늘 양이 좀 남아요~
그래도 이건 남아도 작게 남아서 버리거나 엄마 아빠가 처리하기에 부담이 없네요~
많이 남으면 봉지에 넣었다 나중에 줄때 눅눅해짐 걱정도 안 해도 되구~^^"
74,
75,"최고의 과자입니다
가격도 저렴하고 해서 구매했네요 참 맛납니다
다음에 재구매할예정 입니다"
76,맛 만족도 예상보다 맛있어요
77,"스낵 대용량에 너무 질려서 이번에는

미니로 준비해봅니다 ㅋㅋ

한봉에 20그람으로 먹고 따치우기 좋은 사이즈죠

짭짤해서 술안주로도 좋겠다는 생각이 드네요

물론 저는 술안주가 아니라 간식으로 먹을거지만요

그런데 상자가 많이 찌그러져 왔습니다

과자는 멀쩡하니까 넘어가야죠

미니라고 칼로리 우습게 볼건 아닙니다

93칼로리니 무턱대고 먹다간 낭패겠죠~~^^

그리고 개인적으로 시즈닝 안뿌려져있는

고래밥은 없나요 그것도 괜찮은데"
78,"구매동기

저번에 주문했던 고래밥 과자를 다 먹어서
또주문했어요. 이번에는 조금더 저렴히
구매해서 기분이 좋네요ㅋ

배송

다음날 바로 왔어요

구매후기

짭쪼름 달달한 양념볶음 맛이고
비닐에 소포장 되어 있어서 아이 간식용으로
먹이기 간편해요 과자가 여러가지 모양이라
먹으면서 너무 좋아해요
먹다 보면 한봉지 금방 순삭이에요
외출할때도 들고 다니기 너무 좋아요
다 먹고 또 주문하려구여ㅋ

재구매
100%"
79,그냥그냥 하네요 뭐 좋은건모르겟습니다.많이 파세요
80,"한 봉지에 적당량 담겨 있어서 아이들 간식 주기에 편해요.
짭짤하지만 맛있어요.^^"
81,"유통기한도 길고 맛은뭐 두말할 나위 없이 맛나요 ㅋㅋ
미니포장이라 입이 심심할때마다 적당히 즐길수 있어 더욱 좋네요~"
82,맛 만족도 예상보다 맛있어요
83,"아이 간식 하려고 구매했어요~
소량씩 개별포장 되어 있어서 남기지않고 한번에 먹을수있네요~
한박스에 10개씩 들어있고 2박스 구성이에요~
유통기한도 길어요~ 맛있게 잘먹을께요~"
84,맛 만족도 괜찮아요
85,"미니사이즌줄 모르고 샀음
상자 열고 직은봉지가 여러개 든거 보고 너무 많이 산거 같아 살짝 놀람ㅋㅋ
다이제 샀을땐 다 깨져 왔었는데 이건 하나고 안 깨짐
봉지당 양이 많지 않아 딱 좋아요"
86,3명에게 도움 됨
87,"22개월 아기가 고래밥을 너무너무 좋아해서
쿠팡에서 불렀네여~
기존에 마트에서 사먹던 것은 아기가 먹기에 양이 너무 많아서 항상 덜어서 먹었었는데
요건 양이 딱이네요!"
88,"아이 친구들과 나눠먹으려고 구매하였습니다~~
미니 사이즈라 너무 좋네요~ 포장도 너무 귀엽고
한박스에 10개로 포장되어있네요!!
맛이야 고래밥입니다!!^^*"
89,맛 만족도 예상보다 맛있어요
90,간식으로 좋아요 아주 미니사이즈라서 선물로 나눠주기도 좋을 거 같네요
91,양이 많으면 한번 까서 다 못 먹으면 눅눅해 지는데 20g 개별 포장 딱 좋습니다.
92,"날도 여름이라 먹다두면 눅눅해버리고
할텐데 소량봉지라 한봉지 씩먹으면 편리할듯 하네요 ㅋㅋ 어린손녀온다길래
과자처음주믄해봤네요 감사"
93,"개별포장되어 아이들 간식주기 딱 좋아요
맥주 안주로도 최고입니다"
94,
