,information
62,영화관가면 비싼데 이렇게 많은 양을 이가격에 살수 있나는게 너무 좋고 사놓으면 오래먹을수 있어서 좋아요
63,
64,착한가격좋아요아이들이좋아해요단골재구매합니다
65,맛 만족도 예상보다 맛있어요
66,"마트에서 작은사이즈로 자주사먹다 완전 대용량이 있길래 구매해보았습니다. 정말 크고 안전하게 잘 배송되었구요 나쵸소스랑 같이먹으면 일류레스토랑 부럽지않습니다.
담백해서 손이자꾸가는맛"
67,맛 만족도 예상보다 맛있어요
68,"모두가 아는 그 나쵸맛~
바삭바삭한 상태로 잘 왔구요 양도 넉넉하고 맛있어요
저는 부서진거 없이 잘 왔습니당"
69,맛 만족도 예상보다 맛있어요
70,"과자를좋아하는일인으로써 담백하게 즐기기좋은 과자~~양도많고
자꾸만자꾸만 손이가는 우리집 간식~~^^최고"
71,맛 만족도 예상보다 맛있어요
72,"동네 마트는 같은 제품 4천원 넘어서 다른 물품 사면서 쿠팡에서 같이 주문했어요.

나초 소스랑 같이 먹으면 맛있어요~
간혹 소스 없이 먹기도 하는데 괜찮아요~^^

아이들도 좋아하고 맥주 안주로도 좋아서 잘 먹고 있어요ㅎ"
73,
74,맛있기도하고 양이 일단 엄청 많은데 가격은 엄청싸네요.
75,"다른 나쵸칩에 비해
덜 짜고 담백해서
자꾸 손이 가네요
하지만 한번에 다 먹기에는
양이 엄청 많아요
그래서말인데요
나쵸칩봉지가 너무 잘 찢어져요
보관하기도 좀 안 좋고해서
지퍼팩에 담아서 먹거든요
양도 많은데 지퍼백으로 바꿨으면 좋겠어요

리코스 소스도 구입해서 먹어봤는데
이건 좀 비추...
맥주와도 괜찮은 것 같아요
추.천.합.니.다."
76,
77,"눅눅하지 않고 바사삭한 나쵸칩!
집에 라구소스가 많아서 살사소스 만들어 찍어먹으려고 샀어요
배송도 아주 얌전히 와서 바닥에 조금만 부셔지고
깨끗하게 왔습니다. 싱기싱기
한 반절 먹었는데 눅눅해지지 않아 좋아요
대용량이라 가격도 착하고
작은거 두개 사려다가 큰걸로 샀어요
재구매 예정"
78,
79,"고소하고 바삭합니다
가성비도 아주 좋구요
마트에서는 비싸더라구요...
강추합니다 ^^"
80,맛 만족도 예상보다 맛있어요
81,"가격대비 양이 너무 굿입니다!^^
맛도 담백하니 좋아요.
언제 다 먹나 했지만 티비보며 먹다보면 어느새 1/3다 먹더라고요.
양이 처음에는 부담되지만 전혀 부담갖지 않아도 됩니다.
진짜 계속 손이가요.
아들과 남편과 함께 먹으니 금방 없어져요...ㅠㅠ
스위트칠리소스에 찍어 먹으니 더 맛있어요!^^"
82,맛 만족도 예상보다 맛있어요
83,"멕시코 사람인마냥
나쵸랑 마요네즈만 있어도
끼니대용,술안주,간식으로 애용하고 있습니다
양도많고 배송도 빠르고 좋음."
84,맛 만족도 괜찮아요
85,"생각보다 빅사이즈네요~
바삭하고 바삭하고 맛나요
크림치즈는 별도로 구매해서. 먹었어요"
86,
87,짭잘하니 맛있구 칼로리도낮으니 아주만족 맥주안주로도 최고입니다~~~^~^
88,맛 만족도 예상보다 맛있어요
89,"짜지 않아 좋아요~
고소하고 무한으로 먹을꺼 같아요~^.^
애들도 나트륭 걱정 안하고 잘 먹어요~"
90,맛 만족도 예상보다 맛있어요
91,가격대비 맛과 짠 정도 너무 괜찮아요. 중독성이 좀 있네요.자꾸자꾸 손이 가요~
92,
93,맛있어요 짭잘하니 옥수수향기에 맥주 안주로 최고임
94,"너무 싱거워요 ㅎㅎ
약간만 간이 더 돼있었어도 좋았을거 같구요
양은 정말 많아요
장마철에 먹지 마세요
금방 눅눅해 집니다"
95,
96,소스같이 오는거 다먹고 소스 남아서 과자만 더 큰걸로 주문했어요~ 전자렌지에 15~20초 데워먹음 진짜 맛있어요~~!!
97,맛 만족도 예상보다 맛있어요
98,"엄청 커요 싸게 구입해서 잘 먹었습니다.
과카몰리 만들어서 찍어먹으면 건강하고 맛있읍니다!"
99,1명에게 도움 됨
100,"쿠팡서 세개들이 사려다
급 너무 먹고싶어 마트서 한봉 사먹고
은근 중독성이있어 세봉 먹을 자신이 있어
세트로 사봄

다른 후기들처럼 배송 상태는 별로
세개들이 세트로 테이핑 되어있고

한개는 빵빵하고 한개는 터져있음
그냥 들고가다 집에 가루가 줄줄 청소했음

가격이 들쑥날쑥
품절도 자주자주
가격 조금 내렸을때 사둠
세개 9320원

이 메이커가 제일 맛있다고 함
다른 메이커는 안먹봐서 잘 모름"
101,진짜 맛있어용 과카몰리 찍어먹으려고 구입했는데 도톰하고 바삭하고 무엇보다 짜지않아서 진짜 좋네용 단점이 있다면 자꾸 먹게됭다는..
102,
103,"너무 안 짜고 너무 밍밍하지도 않고 딱 맛있어요
사이즈 ㄹㅇ개큼"
104,"유통기한이 2017년 4월 6일 까지네요 이정도면 넉넉하고

맥주안주 뿐아니라 그냥 간식으로 먹어도 맛있어요

대신 나쵸는 소스와 치즈가 있어야 겠지요

자매품으로 리코스 치즈소스와 토스티토스 살사소스도 함께

구입해서 먹고있습니다 모두 롸켓배송되구요

2개 나란히 놓고 먹으면 너무 맛있어요

손님오셨을때 안주로 내놓으니 다들 맛있다고 리필 고고~"
105,맛 만족도 괜찮아요
106,나쵸칩 자체가 짜지 않아서 살사나 과카몰리에 찍어먹기 좋아요
107,
108,"안짜고 꼬소하고 맛나요ㅠㅠㅠ 옥수수 백퍼라 안심하고 배불리 먹어용.
살사소스 얹어먹다보면 금방 읎어져부러,,,~~~~~
코스트코 살사가 꼬릿하고 맛나용
할튼 ㅠ 다이어트 하는데 나쵸생각때문에 고통스럽네요 하..."
109,"나쵸는 역시 큰 봉다리로 사다 먹는게 제맛 아니겠습니까
밤마나 샥슈카에 곁들이며 감바스에 곁들이며 술안주로 맛있게 먹었습니다.
봉지가 크니 보는 것만으로도 든든하더군요ㅋㅋ"
110,맛 만족도 괜찮아요
111,"그냥 딱 상상했던 맛이고 ,, 대용량 싸게 구입해서 좋아요"
112,맛이 밋밋한데도 입맛 까다로운 아들이 다른 나초보다도 이걸 더 좋아하네요.대용량이라 가성비가 좋은데 오래동안 두고 먹어도 눅눅해지지 않아요.
113,"주말에 애들하고 있음서 치즈얹고,케챂에다 간식으로다가 해먹을려구요.나쵸는 걍먹어도 맛있어욤
없어서 못먹지ㅋㅋ"
114,유통기한 예상보다 넉넉해요
115,밀가루랑 버터를 팬에 넣고 약한불로 타지 않게 루를 만든 다음에 좋아하는 치즈(저는 콜비잭)를 양껏 녹여서 뜨거운 치즈소스를 만들어요. 그릇에 나초를 담고 따뜻하게 데운 살사소스를 뿌리고 위에 치즈소스 만든 것을 부어서 먹습니다. 거기다가 코스트코에서 산 사워소스를 듬뿍 얹으면 존맛완성! 개인적으로 사워소스+치즈소스+살사는 신의 한 수인듯...! 아보카도 잘 익은 놈 으깨서 과카몰리 만들어 먹어도 좋아요! 귀찮을 땐 파는 치즈소스만 찍어 먹어도 간단하게 맛있는 맥주안주가 되니까 너무 좋네요. 나초 자체만으로도 적당히 짭쪼름하고 옥수수 풍미가 진하게 나서 자주 사먹고 있어요.
116,맛 만족도 괜찮아요
117,"맛있고 가성비 좋아서 항상 먹고 있습니다만.

문득

의문이 들었습니다.

100g기준 나트륨 함량을 계산해보니 약200mg가 좀 넘는 수준인데요.

100g당 500~700mg가 들어간 과자를 먹어도 이것보다 확실히 덜 짠 느낌입니다.

제가 본 나트륨 표기가 맞는 건지

아니면 겉면에 소금이 묻어있어서 유독 짜게 느껴지는지.

100g에 200mg대라는 적은 나트륨이고 자극적인 맛이어서 자주먹었는데 제대로 알고 있는건지 궁금합니다.

부모님이 드시고 700mg 과자는 담백하고 이 나쵸는 너무 짜다고 하시고 희안하네요.

표기상으론 맞는 것 같은데요.."
118,"양도 많고 맛있어요
일반 과자 먹으면 가끔씩 얼굴 뒤집어지고 그래서 한동안 과자 못먹었는데 이건 좀 괜찮을까 싶어서 주문했는데 제 기분탓일지도 모르겠지만 괜찮네요.

칠리소스 만들어서 같이 먹는데 고소하고 맛있어요"
119,
120,짜지 않아서 이것만 먹어요.씹을수록 고소하고 담백한 맛이 좋아요.
121,많아도 너무 많았다. 4인 가족도 한 봉지를 여러번 나눠먹을 듯. 근데 나는 혼자서 4봉지를 시켰으니...
122,맛 만족도 괜찮아요
123,"재구매했어요.
칠리소스 찍먹하는거 좋아해서 치즈는 별도 구매하지 않았어요.
양 많고 꼬소하니 맛있습니다
번창하세요."
124,"약간 간이 되어 있으나 싱겁네요.
그래서 그러지 옥수수의 맛이 강하게 느껴 짐니다.
치즈 소스나 살사소스를 가미 하면 더욱 맛의 풍미를 맛보실수 있으나 단독으로 먹어도 좋네요.
자주 먹기는 질릴수 있어서 가끔 구매 하려구요.
건강한 과자 인것 같아요."
125,"캡핑가서 먹으려고 주문했습니다.
양도 많고 아이들도 잘 먹고 요리에도 활용하고 안주로도 괜찮습니다.
고소하고 얇은 나초칩이라 바삭하고, 아이들이 먹기에도 좋고,
심심풀이 간식으로도 좋습니다."
126,묵직한게 양이 많네요.한번씩 생각날때 여기서 사면 오래먹을수있을거같아요.가성비가 좋아 추천합니다.
127,맛 만족도 예상보다 맛있어요
128,"미니라고 했는데 받아보니 라지네요 ㅋㅋ
커서 깜놀 ~~~ 양도 많아보이고요 ㅋ
같이 산 치즈와 먹으니 맛있네요
이 나쵸칩이 어느맛이 강하게 나는게 아닌
그냥 바삭바삭하고 아주 약간 잡조롬해서
막 집어 물리지 않고 더 많이 먹을 수 있겠어요~
아주 살짝 간이 되 있는 바삭하기만한 과자.
그래서 치즈나 소스 같은 걸 찍어먹는 거겠죠
일단 전 좋아용 잘 먹을게요^^"
129,사람들이 시키는덴 이유가 있음 나쵸는 이걸로 사면 될거같고 취향따라 소스만 잘사면 될듯
130,맛 만족도 예상보다 맛있어요
131,"400g대 가격보다 더 싸서 조아요
짜지않아서 그냥 먹기도 좋구요 샐러드위에 또는 또띠야에 뿌려 먹기도 좋네요"
132,맛 만족도 예상보다 맛있어요
133,진짜 대용량에 기본 맛 너무 잘산거같아요 살사소스랑 먹기 딱좋아요
134,"나쵸....
무슨 말이 더 필요한가~??
이 가격 이퀄리티 다른거 사지말고
여기서 이거 사셈~~!!"
135,맛 만족도 예상보다 맛있어요
136,"크기비교해보세용

907그램이라서 얼마나 되겠어 하고 시켰는데 크기 장난없네요
하지만 요새 나쵸에 빠진 저에겐 너무 힐링템,,,,
치즈소스 살사소스 없이 그냥 먹기에도 짭조름함미동

이 크기가 부담스러우시면 작은사이즈로 구매들 하세용"
137,"항상 맛있게 먹던 나쵸칩인데,
이번에 받은 나쵸는 평소보다 그저 그랬어요
과자 자체도 싱거운 편이었고, 기름냄새도 살짝 나서 조금 그랬어요
평소 항상 맛있게 먹었었는데, 항상 일정한 맛을 내지는 못하나봐요
조금 아쉬운 상품이었어요"
138,
139,"제꺼는 하나 봉지가 터져서 와서 점수가 까였고
맛이나 품질은 이미 알고 있는 그 맛입니다"
140,
141,"과자는 잘 안먹는 편인데 요즘 군것질이 너무 땡기고
맥주안주로도 먹고싶어 구입했어요.
그냥 먹어도 고숩고 짭쪼름하고 맛있는데
살사소스와 치즈딥소스를 찍어 먹어도 아주 맛있네요!
2봉 샀는데 금방 없어지겠어요.
봉지과자 특성상 한봉지는 많이 으스러졌지만
어차피 커서 베어물어 먹으니 상관없어요.
맛만 있으면야ㅋㅋㅋ"
142,"아이들이 나쵸칩을 좋아하는데요 아주 대용량이라 넉넉하니 좋습니다.
한번에 다 못먹으니 진공비닐에 담아놓고 먹고 있어요.
양이 많아서 우선 좋으네요."
143,맛있어요 나초를 좋아해서 자주 주문하는데 짜지않고 고소해서 잘 먹고 있습니다. 사워크림과 살사소스 이 조합으로 먹으면 무한대로 먹을 수 있습니다.
144,맛 만족도 괜찮아요
145,"영화관가면 저는 팝콘보다 나쵸를 사먹거든요
요즘 코로나로 영화관도 못가고 갑자기 생각나서 구매했어요
짭짤바삭하니 그냥 먹어도 괜찮아요
혼자 실컷 먹어야겠어요"
146,맛 만족도 괜찮아요
147,"하나도 안부셔지고 깨끗하게 왔어요
그냥 먹어도 짭짤하니 맛있구
소스에 찍어먹어도 맛있어요"
148,
149,"양 짱 많음! 나초만 먹어도 간이 짭쪼롬허니 쎄요.
과카몰리랑 먹으면 꿀맛!"
150,맛 만족도 예상보다 맛있어요
151,아이도 너무 좋아해요~ 소스랑 같이 시켰어요~ 부서지지않고 왔어요
152,"어느덧 이번이 네번째 구매네요~^^
대표적인 상품후기는 이렇습니다~
다이어트에 매우 좋습니다 ~^^
현제 아침먹고 1시간 걷고, 점심먹고 1시간 걷고, 저녁에는 간단히 먹고, 약 2시간 정도 걷기운동 하고있습니다~
나쵸는 살사소스에 찍먹을 하는데 그냥 생각 날때마다 먹어요
그 결과 3개월 사이에 5kg 감량에 성공 했습니다~
다이어트 계획 하시는분께 적극 추천합니다~
참고로 살사소스는 하바네로 살사소스가 맛있어요~
살짝 매콤한맛이 응근 괸찮아요 ~^^
추천 합니다~^^"
153,과자가 다 부서져서 왔어요. 그래도 한번 먹을 분량씩 소분되어 있어서 좋아요
154,"좀 부서져서 왔는데 밖에서 사도 이정도는 부서진거 있을것 같아서 괜찮고
부서져도 맛은 똑같아요
어쩔때는 되게 짜고 어쩔때는 간이 딱이고 어쩔때는 싱겁고
입이 이상한건지 간이 부위마다 다른건지 몰라도 계속 다른데 가끔 먹기 좋은것 같아요
싱겁게 먹는편 이러 그럴수 있다고 생각해요"
155,짜지도 않고 바삭바삭 하니 소스찍어 먹으니 계속 손이가네요 고소해요!
156,
157,"말해뭐하나요ㅋㅋㅋ
우리가 알고있는 그예상되는 나쵸칩이죠ㅋㅋ
고소하고 약간의 짭쪼름한ㅋㅋㅋ
무조건이죠ㅋㅋㅋ"
