,information
61,"와 !미니사이즈라서 깜놀 ㅎㅎ

미니사이즈인줄 모르고 시켰는데 이거 딱이네용

21개월아들 한번씩 고래밥먹눈데
사이즈가 딱조아용ㅋㅋ

뜯으면 항상남아서 통에담았는데
이건 미니사이즈라서 안남아영 딱잘먹어요

이제계속미니사이즈로켜야겠네용 ^^

로켓배송이라 빨라서 최고!!!!!"
62,맛 만족도 예상보다 맛있어요
63,"근처 슈퍼보다 저렴하게 구입할 수 있어서 좋고,
배송도 빠르고,
맛도 맛있어요!!
한봉지가 작게 들어있으니 주위사람들과 나눠먹기도좋아요 ㅎ ㅎ"
64,"이것저것 같이 시켰더니 박스가 엉망
다행이 과자는 부셔지지않았네요
일반 사이즈인줄 알고 시켰는데
받고보니 미니봉이네요
맛은 우리가 알고 있는 그맛
일반사이즈는 남아서 공기 들어가면
눅눅해서 못먹고 버리는데
작은 사이즈라 먹고 부족하면 한봉 더~~ㅎ"
65,맛 만족도 예상보다 맛있어요
66,"과자 주문을 하려고 봤더니 고래밥이 딱 보이길래
바로 구매했어요! 많이 사는 이유가 있었네요!
작은 미니 봉지로 먹기 편안해져서 좋네요!
한봉지 뜯어서 입으로만 먹을 수 있어서 손에 안묻어서 좋아요! 생각보다 양이 많고 가성비 굿!! 그런데 금방 다먹을 것 같아요! 또 주문할께요! 배송은 로겟이라 역시 굿! 강추!!"
67,"유치원 생일답례품으로 과자 보내주려고 미니 사이즈 찾아보다가 발견했어요.
고래밥은 원래 좋아해서 마트에서 종종 사먹어봤는데 미니사이즈가 있는건 첨봤네요~ㅎㅎ 신기방기^^ 두박스에 6400원. 한박스에 10개씩 들어있어서 가격 부담없고~ 배송이야 말할것도없네요ㅋㅋ 택배받자마자 아들이 신나서 열어보고는 포장지에 캐릭터 그림이 전부 다르다며 좋아해요. 고래 그림으로만 알고있었는데 다양한캐릭이 그려져서 귀여워요~ 박스마다 포장지 그림은 랜덤으로 들어있어요. (고래, 거북이, 복어, 오징어) 한봉지 바로 터서 먹어봤는데 양도 꽤 들었어요. 미니사이즈라 얼마없겠지했지만. 오래들고 먹고있더라구요.
아이들 있는집은 하나 구매해뒀다가 외출시 한두봉지씩 담아나가면 다른거 안사줘도되고 좋을것같아요~ 현재는 두박스 기준으로 팔아서 단체선물아니면 부담스럽고. 한박스씩 팔면 사두려구요^^"
68,
69,"제 최애 과자
양이 많지않아 한번먹을양으로 충분해요
믿고 구매합니다~"
70,
71,ㅎㅎ 고래밥 작은봉지가 너무 귀여워요~~ 한순간에 뚝딱 벌써 두번째 봉지를 뜯고 있는 손가락들 ㅋㅋㅋ 열봉지가 들어있는데 삼일만에 끄읕
72,맛 만족도 예상보다 맛있어요
73,"한번 먹기 좋은 양이네요~^^ 고래밥을 엄청 좋아하는데 늘 양이 좀 남아요~
그래도 이건 남아도 작게 남아서 버리거나 엄마 아빠가 처리하기에 부담이 없네요~
많이 남으면 봉지에 넣었다 나중에 줄때 눅눅해짐 걱정도 안 해도 되구~^^"
74,
75,"최고의 과자입니다
가격도 저렴하고 해서 구매했네요 참 맛납니다
다음에 재구매할예정 입니다"
76,맛 만족도 예상보다 맛있어요
77,"스낵 대용량에 너무 질려서 이번에는

미니로 준비해봅니다 ㅋㅋ

한봉에 20그람으로 먹고 따치우기 좋은 사이즈죠

짭짤해서 술안주로도 좋겠다는 생각이 드네요

물론 저는 술안주가 아니라 간식으로 먹을거지만요

그런데 상자가 많이 찌그러져 왔습니다

과자는 멀쩡하니까 넘어가야죠

미니라고 칼로리 우습게 볼건 아닙니다

93칼로리니 무턱대고 먹다간 낭패겠죠~~^^

그리고 개인적으로 시즈닝 안뿌려져있는

고래밥은 없나요 그것도 괜찮은데"
78,"구매동기

저번에 주문했던 고래밥 과자를 다 먹어서
또주문했어요. 이번에는 조금더 저렴히
구매해서 기분이 좋네요ㅋ

배송

다음날 바로 왔어요

구매후기

짭쪼름 달달한 양념볶음 맛이고
비닐에 소포장 되어 있어서 아이 간식용으로
먹이기 간편해요 과자가 여러가지 모양이라
먹으면서 너무 좋아해요
먹다 보면 한봉지 금방 순삭이에요
외출할때도 들고 다니기 너무 좋아요
다 먹고 또 주문하려구여ㅋ

재구매
100%"
79,그냥그냥 하네요 뭐 좋은건모르겟습니다.많이 파세요
80,"한 봉지에 적당량 담겨 있어서 아이들 간식 주기에 편해요.
짭짤하지만 맛있어요.^^"
81,"유통기한도 길고 맛은뭐 두말할 나위 없이 맛나요 ㅋㅋ
미니포장이라 입이 심심할때마다 적당히 즐길수 있어 더욱 좋네요~"
82,맛 만족도 예상보다 맛있어요
83,"아이 간식 하려고 구매했어요~
소량씩 개별포장 되어 있어서 남기지않고 한번에 먹을수있네요~
한박스에 10개씩 들어있고 2박스 구성이에요~
유통기한도 길어요~ 맛있게 잘먹을께요~"
84,맛 만족도 괜찮아요
85,"미니사이즌줄 모르고 샀음
상자 열고 직은봉지가 여러개 든거 보고 너무 많이 산거 같아 살짝 놀람ㅋㅋ
다이제 샀을땐 다 깨져 왔었는데 이건 하나고 안 깨짐
봉지당 양이 많지 않아 딱 좋아요"
86,3명에게 도움 됨
87,"22개월 아기가 고래밥을 너무너무 좋아해서
쿠팡에서 불렀네여~
기존에 마트에서 사먹던 것은 아기가 먹기에 양이 너무 많아서 항상 덜어서 먹었었는데
요건 양이 딱이네요!"
88,"아이 친구들과 나눠먹으려고 구매하였습니다~~
미니 사이즈라 너무 좋네요~ 포장도 너무 귀엽고
한박스에 10개로 포장되어있네요!!
맛이야 고래밥입니다!!^^*"
89,맛 만족도 예상보다 맛있어요
90,간식으로 좋아요 아주 미니사이즈라서 선물로 나눠주기도 좋을 거 같네요
91,양이 많으면 한번 까서 다 못 먹으면 눅눅해 지는데 20g 개별 포장 딱 좋습니다.
92,"날도 여름이라 먹다두면 눅눅해버리고
할텐데 소량봉지라 한봉지 씩먹으면 편리할듯 하네요 ㅋㅋ 어린손녀온다길래
과자처음주믄해봤네요 감사"
93,"개별포장되어 아이들 간식주기 딱 좋아요
맥주 안주로도 최고입니다"
94,
95,"맛있어요. 다들 아는 그맛ㅎㅎ
아이가 먹고 싶다해서 구매했는데 작은포장이라 한번에 두개는 기본이네요 좋아요^^"
96,
97,"늘 쟁여놓는 과자에요
아이들이 한번 먹기에도 양이 딱이고
친구들 놀러와도~
외출시에 가지고 다니기에도
여러모로 고래밥이 만만하고 좋아요 ㅋ"
98,고래밥 좋아하는데 적은 양으로 포장한게 좋아서 구매했어요. 한봉지 다 먹지 못하고 남기는게 싫었는데 이게 딱이에요 굿입니다.
99,맛 만족도 예상보다 맛있어요
100,"상품평 쓰려고 급하게 다 먹어가는데 사진 찍음ㅋㅋ

아이가 엄청 좋아하는 과자예요. 마트가면 항상 골라오거든요.
이렇게 대량으로 싸게 살수있어서 좋네유"
101,맛 만족도 예상보다 맛있어요
102,"소포장되어 있어서 계속 구매중입니다~
편해요 ^^"
103,부피가 크지 않아 간식으로 가지고 다니기 편리합니다
104,맛 만족도 예상보다 맛있어요
105,상품평 못보고 샀는데 크기가 일반 슈퍼에서 파는 건줄 알았는데 작은 봉지라 당황.. 그래도 아이들 한번씩 먹기 좋은크기라 나름 만족ㅎ
106,맛 만족도 예상보다 맛있어요
107,"딸이 고래밥을 엄청 좋아해요
그래서 몰래 서프라이즈로
사줬더니만 팔짝팔짝 뛰고 난리났네요 ㅋㅋ (물고기 인줄 알았어요 ㅋㅋ)
특히 고래밥은 양념맛이 맛있대요"
108,"34개월 남아 키우는 맘입니다. 최대한 사탕 과자 안주고, 과일, 감자,고구마 이런 거로 버티려 했지만.....하지만 놀이터 나가서 나눠주고 얻어먹고, 할머니 놀러 오시며 손주 주신다고 사오고 하니 먹게 되더라구요.(구구절절 변명이기는 하네요..ㅎㅎ)

우연히 엄마도 먹고 아이도 주고 하려고 주문했는 데, 소포장 양이 엄마의 마음에 딱 맞네요. 양이 시중에 판매되는 제품보다 소량으로 들어있어, 한봉지씩 주면 딱 입니다.

안먹이면 더 좋지만 아이들 먹이기엔 좋네요. 단, 아이가 잠든 야밤에 엄마가 한번 뜯으면 두세봉지는 뚝딱입니다. 뱃살 주의!!!

재구매 의사 있습니다^^"
109,맛 만족도 괜찮아요
110,우리가 알던 그 고래밥입니당~맛잇죠~아시죠?~^-^근데 별 세개는 아주 작아서 ㅋㅋ진짜 애들 아주 귀여운 아가들주면 죠아할듯합니당~^-^
111,맛 만족도 예상보다 맛있어요
112,"오리온고래밥!!

아이들이바삭한식감과짭쪼롬한맛에중독되서..ㅎ

일반마트에서파는곽에들은게없어서

요거로구매~ 모양이다양해서겁나좋아라하네요"
113,맛 만족도 예상보다 맛있어요
114,"사이즈가 작긴 하지만 요즘같은 날씨엔 딱 좋은거 같아요
너무 습해서 과자 뜯는 순간 눅눅해지더라구요ㅜ
고래밥은 언제 먹어도 맛나요ㅎ"
115,유통기한 예상보다 넉넉해요
116,"으아 겁나 작은 봉지에
한입에 털어넣을 수 있을만큼의
고래밥이 들어있어요!
한입에 털어넣으니
작은 고래가 된 기분이예요ㅇㅅㅇ"
117,맛 만족도 예상보다 맛있어요
118,"안녕하세요 고래밥 처돌이 입니다..
작은 봉지라서..하루에 2개씩 먹어욬ㅋㅋㅋㅋ
감질맛나게 작지만..애기 몰래 숨겨두고 먹기 좋아요 ㅋ"
119,얼마난게 올까 햇는데 역시나네요 알고시킨거니 뭐 ㅋㅋ 잘먹을게요
120,울아이가 넘 좋아하는고래밥 가격대비 좋은 간식거리네요
121,"재구매에요^^
한번먹기 좋은 크기여서 좋은것 같아요
배송도 빠르고 만족100%에요
또 구매할게요"
122,맛 만족도 예상보다 맛있어요
123,"좋네요

몇봉지 들고 나들이 갈때 아이들한테

하나씩 주니 간편하고 아이들도 좋아하고

세상 편해요

맛나구요 강츄"
124,
125,"일단 고래밥 맛은 누구나 아는 그맛이에요

완전 짭짤하고 맛있다는 말입니다ㅎㅎㅎ

다이어트 중이라 이걸 막 한번에 많이 먹기는 좀 그래서ㅠㅠ

이거 시켜봤는데 한봉지에 한 100칼로리정도여서 하루 간식으로 딱 맛있게 먹을 수 있었어요!

근뎋ㅎㅎㅎㅎ 아시다시피.. 종이박스에 든거 한 통도 순삭인데
이거는 정말 먹다가 어..? 벌써..? 이런 느낌이에요ㅋㅋㅋㅋ

그래도 모두가 아는 그맛에 소분 돼잇어서 가볍게 먹기 좋아요~"
126,맛 만족도 예상보다 맛있어요
127,"계속 먹게되는 맛
너무 맛있어서 산걸 후회해요
순식간에 다 먹음"
128,
129,"세이보리한 과자가 너무 먹고 싶은데 보통 과자 한봉지는 500kcal 넘으니 요거 하나 먹고 입막음으로 좋음 이거 하나에 80kcal이었던가?
난 만족함 내 욕구 채워주고
맛은 한국사람이면 다 아는 그 맛
옴욤뇸"
130,"큰 박스안에 작은 봉지로 들었어요
아이들도 아빠도 잘 먹네요~~"
131,유통기한 예상보다 넉넉해요
132,고래밥먹고싶어서 구입했는데 크기가 앙증맞네요. 하나씩 먹기 딱좋아요.. 맛이야.. 다르지 않아요.
133,맛 만족도 괜찮아요
134,"고래밥 좋아하는데20g,씩 소분되있어서 좋아요 비오고 습해지면 금방 눅눅해져서 큰봉지로 된거 욕심내서 샀다가 반도 못먹고 버리게 되더라구요 전자렌지 돌려도 영 맛없고ㅠ
손바닥 만한거 10개씩 들어 있어서 귀엽고
봉지 안에도 질소보다 과자가 더 많아요
꽉 차있어서 기분좋아용
하지만 중요한건 한번에 두봉지 이상 먹어서 문제네요 ㅎㅎㅎ"
135,"생각보다 작긴하네요
먹기엔 좋을 것 같아요
가성비도 좋구요"
136,
137,"미니 고래밥 처음 사보는데 좋네요.
아이가 남기면 엄마 뱃살이 날로 늘어만 가는데,
한봉지 까도 남을일 없어 너무좋아요."
138,"아들이 고래밥을 좋아해서ㅎㅎ
간식용으로 좋네요"
139,한봉지씩 소량으로 들어가 있어서 혼자서 먹기 좋고 외출했을때도 들고 나가기 편하네요.
140,
141,아이가 간식으로 한번 먹을정도의 양이 낱개로 들어있네요. 질소가 좀 더 ㅋㅋ 충전되어있으면 좋겠어요 낱봉으로 갖고다니게요 짭짤해서인지 다른 어른이 과자 별로 안좋아하는 아이도 고래밥은 매우 좋아해요 다만 손에 과자 양념이 많이 묻어서 먹고나면 손을 꼭 씻어주어야해요. 한개짜리 고래밥은 열면 한번에 다 먹을 수 없었는데 요건 딱 맞는 양이라 좋네요. 배송도 상자 안찌그러지고 과자도 안부숴지고 잘 왔어요.
142,"회사에서 냠냠하게 먹을라구 구입!
큰봉지과자는 먹다보면 질리는데
이건 미니사이즈라 딱 좋아욤ㅋㅋㅋ

립틴트랑 사이즈 비교해봤는덕 작긴 엄청 작쥬~
그래도 질소가 많지않구 꽉 채워있어서 양은 괜찮더라구요ㅋ
상자 그대로 간식장에 디피하고 하나씩 꺼내먹고 있습니당~~
매일매일 먹어서 금방 다 먹을듯요!"
143,
144,"애들덕에 끊고살던 과자를 달고사네요~~~
술안주로도 제격...
요렇게 봉지로 파니 넘 좋아요
박스로살땐 버리기 번거로웠거든용 ㅋㅋㅋㅋ
고래밥짱!!!!!"
145,유통기한 설명과 비슷해요
146,"3140원 주고삿어요
미니라서 먹기좋고 딸한테 주기도 좋네여"
147,맛 만족도 괜찮아요
148,소포장 아이들이 끝까지 먹을수있는양 좋아요.안남겨서요
