,information
63,"로켓배송이라 담날바로왔구요~♡
구매동기는 간식으로 무얼할까 검색하다가 후기가 많길래
뿌*뿌*와 비슷한맛인가 궁금해서 구매했어요~^^

뿌*뿌*보다 크기가 작아 딱 심심풀이 간식으로 좋구요~
바삭바삭해요~~

교리수업듣는 동기들 간식으로 포장해서 주려고 구매했어요~~ㅎㅎ"
64,"다이x에서 3개 묶음에 2천 얼마줬던거 같아요
한번 맛보고 넘 맛나서 쿠팡 검색을 해봤더니
다이x 보다 완전 저렴이로 팔고 있네요 ㅎㅎ
한박스에 24개 들어있는데 7,500원이네요 ㅎ

크기는 제 손바닥 만해요

식감은 뿌x뿌x 보다 좀 더 잘 부서져요
입에 넣고 씹으면 바삭바삭 부서집니다
치킨 맛이라는데 그건 아닌것 같고
약간 짭쪼름한..... 어릴적 먹어봤을법한 불량식품맛이랄까? ㅎ
암튼 제 입맛에는 괜찮아요

저희 아가들도 맛난지 주섬주섬 잘 먹는데
워낙 잘 부서지는 과자다 보니
한번 먹고 나면 청소기를 꼭 돌려야하네여
그냥 숨겨두고 신랑이랑 밤에 맥주 안주로 먹어야겠어요 ㅋㅋ"
65,"가격 - 7680원 개당 320원

편의점에서 사먹다가 쿠팡에서 더 저렴하게 팔길래 구매했어요
편의점은 개당 500원인데 쿠팡에서 구매하니 더 저렴하네요 :)
짭쪼롬하고 계속 중독되는 맛이에요!
유통기한도 길지만 그 전에 다 먹을 거 같아요"
66,"중고등학생때 문구점에서 하나에 삼백원인가 주고 사먹었는데 쿠팡 구경하다가 발견해서 반가운 마음에 구매했어용~ㅋㅋㅋ

하나 뜯어서 야금야금 집어먹기 좋습니다♡

-맛
뭔가 깊은 맛이나요~ 과자에서 깊은 맛이 나는게 웃긴데 정말 그렇습니다ㅋㅋㅋㅋ msg 맛이겠지만요☆
바삭바삭 짭짤 고소한 맛이에요 맛있습니당
저희 엄마도 원래 제가 먹는 과자 별로 안좋아 하는데 이건 맛있대요~ 호호홓

-가격 &양
저렴하고 양도 많아서 당분간 짭짤한 과자 구매할 일은 없을 거 같아요. 만족스럽습니다♡
포장도 딱 한 번 먹을 양으로 잘 되어있어서 편리해요~

-배송
과자 안부서지고 이쁘게 잘왔어요. 좋습니다.

-아쉬운점
먹을때 아무리 조심히 먹어도 가루가 우수수 떨어져요ㅜㅠ
먹고 나서 꼭 뒤처리를 해야하는 과자입니당~
그래서 어린아이 손에 쥐어주면 귀찮을 거 같아요ㅋㅋㅋㅋ

☆총평
맛있고 양많구 만족해요♡ 문구점에서 사먹던 거랑 똑같은맛!
재구매 의사있습니다♡

감사합니다~"
67,"가성비 최고 맛도 최고 아이들 간식으로 인기가 좋아서 정기적으로 구매하고 있어요
처음 도전하시는 분들 망설이지 마시고 강추입니다
배송상태도 좋아요"
68,
69,"역시 맥주안주의 진리죠 ㅎㅎㅎ
짭쪼름함의 최고봉 ㅎㅎㅎ
저녁마다 육퇴후 맥주한캔과 에낙은 제 삶의 낙입니다 ㅎㅎ"
70,
71,아이가 먹고 싶다고 해서 주문했답니다 제입에는 짠데 애는 맛있다며 1일 1봉지 순삭하네요 건강을 생각하면 안먹이고 싶은데 애가 찾아 먹습니다
72,
73,부모님한테 시켜드리고 맛있다하ㅕ셔서 세번째구매
74,맛 만족도 예상보다 맛있어요
75,"사무실에서 한번씩뽀작뽀작 먹으면

언젠가 사무실에서 에낙뽐뿌한번쯤은 유행함.."
76,맛 만족도 예상보다 맛있어요
77,"지인통해 처음 접했는데
신세계예요~~!!!
한국의 뿌셔*셔와 일본의 베이비스*의 장점만 모아놓은것 같아요
손에 묻지않고 딱딱하지 않아요 좀 짜기는 해요^^;;;
딱 가볍게 맥주안주하기 좋습니다"
78,맛 만족도 괜찮아요
79,맛있는데 끝에 입안에 남는 맛이 살짝 인공적인 맛. 그거 빼곤 다 좋아요. 다음에는 살짝 매콤한걸로 먹어볼래요.
80,"우리가족 모~두 좋아하는 라면과자~^^
총알배송 품절이라 기다렸다가 꼭 꼭 구매합니다!
양도 적지도 많지도 않고.. 심심할때, 외출할때 먹기 딱 좋아요~
애들 뿌*** 먹을때 스프 뿌려먹는게 좀 그랬었는데..
그런것도 없고 정말 맛있어요~
다먹고나서도 꼭 찾게되는 그런 과자입니다~
앞으로도 쭉~ 함께해요~~^^"
81,아이들이너무 좋아해요 좀 짜긴한데 중독성 있는맛~^^
82,인스턴트맛이 넘 강한거 같은데 아이들이 좋아해서 구매했어요. 30개입 들어있다고 해서 구매 했고 분명 박스 안이 꽉 차 있었는데 미술학원 아이들30명중 3명이 못 먹었어요. 이게 무슨 아이러니인지. 아직도 어떻게 된건진 모르겠어요. 세 아이들에게는 마트에서 따로 타사 제품인 라면 과자 뿌O뿌O 구매해서 주었다니까요.가성비가 좋아 자주 간식을 사주는 저로서는 좋지만 그냥 울 나라 라면과자가 훨씬 맛있는거 같아요.
83,유통기한 설명과 비슷해요
84,"한개씩 집어먹기 딱좋고 맛있어요
근데 문구점에서 사먹는거 보다 덜 자극적인맛인거같아요
특히 치킨맛이 문구점에서 사먹던거는 강했는데
이거는 짠맛조금 치킨맛조금 고소한맛이 더 강해요
자극적인거 좋아하시는분들은 별로이실수도 있을거같아요
그리고 크기가 제가 생각한거보다 많이 커서 놀랐어요 ..
어디 숨겨놓기가 애매한 사이즈 ... 동생몰래 먹으려햇는데 망했어요
박스가 되게 크길래 과대포장인가 햇는데 정말 크더라고요 ㅋㅋㅋㅋ
제발사이즈가 230인데 저정도예요 사진보다 더 커요 정말로 사진에
그 크기가 잘 안담기네요 .. 좀 큰데 .. ㅋ"
85,"아직 안먹어봤지만 아는맛이라 좋아요 ㅋㅋㅋ
로켓배송 최고예요"
86,
87,한번 먹어보고 너무 맛있어서 샀는데 포장 맛 나는거 같음...
88,"유치원 답례품하려고 구입했는데
헐..보니깐 크기가 두가지네요.
제가 알고있던크기보다 0.5cm정도 더큰거같아요
포장지에 딱맞아서 포장하기 힘들었네요.

맛은 아이말엔 고기맛난다고하는데 작은게더맛있데요~
그래도 맛있는지 마니먹네요~~"
89,"요거요거 진짜 요물이예요~~~~~~!!
주문한지 3일밖에 안된건데 다먹고 7개 남기고 리뷰 올립니당~ 기본안주로 제일~~ 굿!! 그냥 간식으로도 끝내준다는~~
무엇보다 양이 많아영!!! 커요~ 다른것보다!!
짧쪼름하니 딱 제 스타일이랍니당~!! 고민말고 주문하세영!!^^"
90,맛 만족도 예상보다 맛있어요
91,"에낙은 사랑입니다
해외판 뿌셔뿌션데 한 봉당 양은적지만 한팩당 개수가 엄청 많아서 몇주 쟁여놓고 먹었네요ㅎㅎ
입이 심심할때 하나씩 먹으면 좋습니다"
92,"이거 뭔가요???...
한봉지당 그렇게 큰 건 아니에요
하지만 드라마 보면서 벌써 4봉지 연달아 뜯고 말았어요
하...

치킨맛 라면 .
부셔 먹는 맛
적당한 짭짤함
바삭한 식감
중독성이 엄청나요

이걸 알기 전으로 돌아가고 싶어요
이젠 멈출수가 없을거 같거든요
하..ㅜㅜ"
93,"벌써 한박스 다 먹어버렸지만 이제라도 리뷰!

3달에 한번 정기배송으로 신청해서 느긋하게 먹어야지 했는데 한달만에 다 먹어버렸어요 ㅋㅋㅋ
맛은 막 라면 뿌셔먹는것보다는 자극적이지 않은데 그래도 짠맛이 강해서 음료나 물이랑 같이먹게 돼요!
그래도 이게 진짜 중독성이 강해서 하나 뜯어먹으면 하나 또뜯어먹고싶은 마성의 과자입니다!!
집에다가 놓고 입 심심하거나 맥주안주로! 까드시면 정말 좋을 것 같아요 ㅎㅎ"
94,맛 만족도 예상보다 맛있어요
95,"과자 중에서 많이 주문해서 구매했는데 잘 한 것 같아요!
맛도 괜찮고 양이 많고 가성비가 좋아요!
배송은 로켓이라 금방 도착하고! 구매하기 편안해서 다음에도 또 주문할려고요! 강추!"
96,1명에게 도움 됨
97,맥주 안주용으로 구매했어요 짭쪼롬하니 맛있어요
98,
99,값이 최고치에서 떨어지지않아 그냥삼.. 변동이 심하더니 굳히나
100,"인도네시아에서 수입으로 성공한 과자
추억의 과자예요~"
101,너무 맛있어요. 한박스가 벌써 비워지고 있네요. 아이가 너무좋아해서 한번에 많이 먹을까봐 걱정이네요. 조금 짭짤해서 맥주안주로도 그만이네요
102,오랜만에 사먹어봤는데 배송도 빠르고 맛있어요!!
103,맛 만족도 예상보다 맛있어요
104,"전에도 한번 구매해서 먹어본적있었는데 생각나서 구매했네요~
뿌셔뿌셔에 빠져있는 아이들 하나씩 간단히 먹기 좋아해요~
부스러기가 좀 나오긴하지만 ~ㅋ
맛은 좋습니다^^"
105,"아이가 좋아해서 주문했어요~
많이 파세요~^^"
106,맛 만족도 예상보다 맛있어요
107,회사직원들이 구매해서 먹는걸 몇번먹어보고 넘 맛있어서 구매했습니다. 토요일에 시켰는데 일요일 오전에 와서 놀랐습니다. 맛이야 제가 먹어보고 구매하는거니 말할필요 없구요. 넉넉하게 와서 두고두고 먹을수 있을것 같습니다.
108,맛 만족도 예상보다 맛있어요
109,오래 전부터 잘 먹던 과자에요. 아이들 나누어 주기 좋아요.
110,"좋아하는거라 가끔 낱개로 사먹었었는데

쿠팡에 가격이 저렴하게 올라와있길래 주문했어요~

짭쪼롬하니 약간 자극적이지만

그래서 더더더 맛있는듯해요ㅋ

매우 만족합니다~"
111,"맛있네요 시킨지얼마안됏는데 다먹었어요ㅋㅋ
겁나바식하고 한입물면으스러지니 손바닥 밑에갖다대고 먹어야해요 안그럼부스러기 ㅋㅋ
기름기도없고맛있어요
그리고 약간 짜다느낄수있어요 조미가되어있어요"
112,맛 만족도 예상보다 맛있어요
113,"애들용이 아니라 제 간식으로 구매합니다.

짭잘해서
입심심할때 한봉지씩 먹고있어요.
바삭하고 짭잘해서
간식용이나. 술안주로도 먹고 있어요.

애들도 즐겨먹지만
자주 주진않고
숨겨놓고 저 혼자 먹습니다 ㅎㅎㅎ"
114,"무일양품 라면과자 중독자였눈대

갈아탈것 같아요...

맛이쩡..... 바삭바삭 많이 자극적이지 않아요
물론 튀긴거니 몸에 좋을리는 없지만 ㅎㅎㅎㅎ"
115,
116,"간식으로 딱이네요.
제 입에는 좀짠대 아이들은 좋아하네요."
117,"아이들이 좋아해요 초등학교 앞에 파는 사이즈보다 훨씬 큰 사이즈에요
가격 비교하면 비슷하고요
뿌셔뿌셔보다는 손에 뭍지 않아 좋아요"
118,맛 만족도 예상보다 맛있어요
119,"맛있고 양도 한봉당 적절해서 좋다.
아기가 좋아한다.
근데 아기가 먹으면 부스러기가 많이 나온다...ㅠㅠ
그래도 손에는 잘 안묻어나서 좋다."
120,맛 만족도 예상보다 맛있어요
121,두번째 재구매 입니다 맛도 좋고 가격도 마음에 들어요 감사합니다
122,그냥그냥 하네요 뭐 좋은건모르겟습니다.많이 파세요
123,맛 만족도 예상보다 맛있어요
124,"기나긴 집콕을 위한 간식이에요
한번 맛들이면 중독되는 맛! 온가족이 좋아해요^^"
125,맛 만족도 괜찮아요
126,"짜다는 평이 많은데 그냥저냥 짭짤한정도?
한두봉지는 가능하고 안주로 가능할듯
근데 내 입맛에는 맛있는 과자는 아니었음
재구매는 안할것같다"
127,맛 만족도 괜찮아요
128,"얼집간식으로 구입함
라면과자인데 스프도 첨가되어있음
치킨맛이나는 라면과자라 생각하면 될듯
하나씩 꺼내먹기 되게 좋았음
하나씩 선물하기도 좋고 여럿이 나눠 먹기에 양도 많아서
좋음 바삭바삭 좋음"
129,맛 만족도 예상보다 맛있어요
130,맛있어요!! 양도많고 많이 짜진 않고 맨날 머거요 꿀꿀
131,"전에 우연한 기회로 먹어봤는데 너무 맛이 좋아서 구입해봤어요.
로켓배송이차 반나절만에 받았구요. 포장도 깔끔파고 상품도 손상없이 왔네요. 인도네시아 과자가 맛있는게 많다는 소리는 들었는데.. 장말 맛도 좋고 가볍게 먹을 수 있어서 좋아요.
양도 간식으로 먹기 딱 좋은 양이구요. 포장도 과다포장없이 딱 좋아요. 약간 뿌셔뿌셔의 느낌이 나기도하지만... 뿌셔뿌셔보단 부드럽게 부서지는 식감!! 간식으로 딱 좋아요."
132,"♪ 자꾸만 손가는 중독강한 과자
회사 탕비실에 채워넣을 다과를 장보던 중 맛있어보이고 후기도 좋아 구매 해 봤습니당.
에낙은 처음 먹어보는데 다른분들이 말씀하시는 것 처럼 국내과자인 뿌셔뿌*랑은 완전 다른 느낌입니다.
일단 스프를 뿌리는 게 아니고 면 자체에 간이 다 돼있어서, 까서 바로 드시면 됩니다ㅎㅋㅋ
맛있고 손이 계속 가는데 한가지 단점이 면이 얇아서 그런지 굉장히 예민하고 쉽게 부스러집니당ㅎㅎ
간이 좀 있는 편이고 맥주 안주로 좋을 거 같아요....!
안그래도 회사에 있으면 여러가지로 화나는데 요과자 먹으면 자동으로 술을 부르네요^^ㅎㅎ"
133,
134,"9살딸이 좋아하는 과자에요
세계과자점 가면 꼭 이걸 고르더라고요
가격싸고 양도 많네요
약간 탄맛같긴한데 이게 그렇게 맛있나봐요
오자마자 두봉지 클리어해서 몰래 숨겨놨어요"
135,맛 만족도 예상보다 맛있어요
136,말이 필요없습니다. 맛있어요~닛신 치킨라멘 맛이랑 비슷해요
137,내가 라면 과자를 많이 샀네 .. 그럭저럭이라고 했는데 생각보다 맛있었나 중독성 쩌나봄 나도 모르게 구매함
138,"한번 먹고나서 맛있어서 병원 의사 간호사 간식으로 보내줬어요
모두들 맛있다고 쿠팡 검색해서 또 주문했다는군요 ㅋㅋ
출출할때 딱이라고^^
맛있어요"
139,맛 만족도 예상보다 맛있어요
140,아이들이 집에 있으니 이런것만 사게되네요ㅜ 저렴히 구입했네요
141,"중독성강합니다.
성분때문에 아이들먹이기 꺼려지지만 한번먹음 몇봉지는 금방 비우죠"
142,"고소하고 맛있어요.

배송도 빠르고 양이 많아서 좋아요."
143,"바삭바삭 씹는 재미는 있는데 맛은 좀 밋밋해요
짜다는 말들이 많이 보여서 긴장했는데
오히려 싱거워요
자극적이지 않아서 질리진 않을 것 같네요"
144,맛 만족도 괜찮아요
145,"불량식품이지만 맛은 있어요
아이들도 좋아하고~자주는 아니지만 생각날때 가끔 주문해서 준답니다"
